444
21945.0 21.0 16781.0
21237.0 6.0 29847.0
9185.0 26.0 25256.0
13744.0 26.0 12181.0
18741.0 21.0 25260.0
4062.0 29.0 28386.0
14200.0 11.0 11103.0
13244.0 19.0 7411.0
14087.0 14.0 5075.0
17784.0 2.0 9342.0
26934.0 22.0 24202.0
8797.0 17.0 11610.0
1783.0 18.0 12212.0
24935.0 23.0 21973.0
11934.0 2.0 11755.0
2437.0 17.0 3738.0
17223.0 6.0 5953.0
21377.0 29.0 17124.0
21708.0 12.0 11190.0
29923.0 14.0 15262.0
1418.0 5.0 28429.0
24068.0 17.0 3401.0
24146.0 22.0 18006.0
28893.0 25.0 9967.0
7943.0 11.0 23981.0
20826.0 12.0 7637.0
27701.0 8.0 26311.0
7057.0 24.0 10583.0
6527.0 19.0 1776.0
16838.0 6.0 8238.0
25642.0 20.0 10629.0
663.0 20.0 9954.0
18238.0 3.0 7579.0
13106.0 25.0 24384.0
3949.0 10.0 5704.0
1337.0 0.0 16874.0
2145.0 19.0 12892.0
17921.0 0.0 16639.0
13748.0 1.0 24981.0
15377.0 26.0 17602.0
8657.0 0.0 4566.0
11241.0 4.0 21708.0
24541.0 4.0 4890.0
5745.0 1.0 21983.0
21547.0 8.0 27234.0
10643.0 20.0 26301.0
25088.0 14.0 13698.0
23633.0 26.0 26551.0
26377.0 23.0 21973.0
20510.0 1.0 9027.0
3449.0 15.0 29484.0
2684.0 15.0 14203.0
23917.0 25.0 3678.0
17870.0 24.0 25160.0
152.0 25.0 11215.0
20159.0 22.0 13768.0
28130.0 17.0 9984.0
20034.0 29.0 23288.0
24833.0 23.0 6017.0
7819.0 13.0 4458.0
4679.0 29.0 9742.0
369.0 21.0 3279.0
27837.0 19.0 601.0
23325.0 9.0 5249.0
9758.0 29.0 25246.0
27673.0 20.0 28316.0
2327.0 4.0 459.0
22579.0 12.0 7495.0
21093.0 26.0 18096.0
19204.0 7.0 28254.0
15118.0 14.0 3909.0
28966.0 21.0 27014.0
10139.0 7.0 16007.0
29.0 8.0 23938.0
6509.0 25.0 27084.0
13083.0 4.0 4.0
12188.0 22.0 4431.0
12160.0 7.0 13090.0
27301.0 25.0 20802.0
27677.0 7.0 5513.0
27099.0 17.0 27391.0
7091.0 12.0 19505.0
26285.0 24.0 9643.0
15037.0 0.0 15287.0
6547.0 19.0 26485.0
18671.0 0.0 23067.0
16414.0 21.0 16720.0
1765.0 4.0 9020.0
3231.0 27.0 1576.0
24625.0 2.0 12009.0
14997.0 20.0 13762.0
17354.0 12.0 14148.0
19930.0 17.0 5030.0
13647.0 22.0 13590.0
3768.0 14.0 23584.0
22798.0 12.0 16571.0
2947.0 5.0 9031.0
29971.0 10.0 3428.0
8861.0 15.0 27586.0
26246.0 12.0 8217.0
15529.0 28.0 2033.0
26869.0 17.0 25050.0
7993.0 26.0 6540.0
19982.0 20.0 27084.0
18951.0 19.0 623.0
18443.0 3.0 4373.0
18675.0 7.0 11712.0
15458.0 4.0 11880.0
10824.0 26.0 29209.0
28521.0 28.0 21229.0
12369.0 10.0 12215.0
22617.0 27.0 24606.0
12372.0 22.0 12142.0
6794.0 2.0 20646.0
11705.0 2.0 7630.0
16098.0 4.0 29171.0
17601.0 22.0 28986.0
27117.0 8.0 28315.0
13042.0 22.0 20634.0
9236.0 4.0 11609.0
14328.0 10.0 15163.0
8114.0 17.0 21775.0
20700.0 22.0 27210.0
13452.0 3.0 12659.0
22210.0 12.0 24257.0
9001.0 14.0 16098.0
22230.0 26.0 28886.0
1996.0 5.0 28499.0
19354.0 8.0 10718.0
29887.0 15.0 21081.0
16715.0 3.0 26735.0
9467.0 4.0 11265.0
26693.0 14.0 25290.0
6333.0 3.0 26660.0
7490.0 11.0 422.0
26715.0 14.0 24315.0
8105.0 0.0 2842.0
2784.0 19.0 24461.0
5501.0 6.0 29121.0
18874.0 21.0 12879.0
16869.0 10.0 4406.0
6686.0 10.0 10818.0
20634.0 0.0 4702.0
19800.0 4.0 2525.0
18964.0 20.0 21689.0
28467.0 25.0 29680.0
12882.0 22.0 2038.0
8495.0 10.0 3088.0
6615.0 9.0 28927.0
21403.0 23.0 21945.0
9207.0 20.0 12307.0
3356.0 27.0 1725.0
8002.0 15.0 16138.0
9756.0 20.0 21147.0
11933.0 0.0 19546.0
4379.0 12.0 17383.0
7196.0 24.0 25244.0
7775.0 24.0 13288.0
6682.0 20.0 28745.0
23117.0 24.0 12293.0
4764.0 24.0 25877.0
10923.0 14.0 28567.0
2388.0 0.0 25805.0
29456.0 22.0 6240.0
8902.0 4.0 28713.0
19638.0 22.0 29677.0
86.0 14.0 26695.0
26022.0 27.0 18198.0
18817.0 18.0 1278.0
24183.0 26.0 27272.0
18064.0 16.0 14517.0
10333.0 20.0 3979.0
22965.0 25.0 15342.0
23744.0 27.0 7545.0
8393.0 3.0 11667.0
21299.0 8.0 13920.0
12340.0 10.0 29019.0
3427.0 14.0 21145.0
18575.0 13.0 11462.0
27305.0 24.0 14180.0
21289.0 29.0 22995.0
9647.0 23.0 29723.0
5365.0 28.0 7173.0
22784.0 12.0 24108.0
16613.0 8.0 17689.0
27078.0 8.0 28666.0
3364.0 10.0 20416.0
9151.0 15.0 26459.0
2324.0 11.0 19124.0
212.0 0.0 19679.0
11459.0 10.0 16285.0
9061.0 10.0 20880.0
2160.0 21.0 2233.0
26871.0 28.0 4173.0
5348.0 10.0 17001.0
2303.0 9.0 18359.0
17604.0 4.0 11773.0
21658.0 16.0 28530.0
18335.0 20.0 22536.0
29072.0 8.0 19120.0
3660.0 0.0 6763.0
25777.0 4.0 25935.0
18044.0 5.0 7150.0
8714.0 22.0 7082.0
10678.0 9.0 23595.0
24515.0 17.0 1313.0
29283.0 24.0 19672.0
14655.0 22.0 6927.0
19122.0 5.0 15739.0
6434.0 2.0 26263.0
2848.0 7.0 26399.0
11515.0 2.0 7861.0
29843.0 1.0 26909.0
15333.0 9.0 21663.0
8103.0 15.0 3509.0
1059.0 23.0 15665.0
2195.0 18.0 25715.0
29163.0 10.0 10950.0
11902.0 2.0 16841.0
8925.0 16.0 22158.0
23677.0 0.0 3631.0
28609.0 28.0 13783.0
10560.0 17.0 22777.0
29746.0 21.0 26942.0
6720.0 20.0 18106.0
6326.0 11.0 1569.0
13989.0 4.0 23761.0
13319.0 12.0 18739.0
5293.0 17.0 12127.0
18320.0 22.0 106.0
12803.0 16.0 10188.0
25887.0 6.0 28027.0
2044.0 15.0 10273.0
9613.0 28.0 27747.0
2619.0 2.0 2293.0
25272.0 22.0 18681.0
27426.0 28.0 5997.0
19152.0 16.0 24234.0
8313.0 7.0 9097.0
107.0 25.0 16488.0
12877.0 0.0 4362.0
4134.0 17.0 26635.0
18330.0 9.0 28028.0
11064.0 14.0 20263.0
13144.0 8.0 8145.0
24952.0 17.0 18046.0
25650.0 18.0 22447.0
7638.0 27.0 14646.0
26422.0 2.0 10990.0
17204.0 9.0 28086.0
6325.0 4.0 16449.0
3589.0 12.0 22661.0
13576.0 27.0 1756.0
1677.0 12.0 22642.0
1332.0 20.0 17523.0
19713.0 26.0 16342.0
20889.0 28.0 2364.0
24697.0 20.0 29914.0
4032.0 2.0 8394.0
20345.0 3.0 7218.0
28547.0 9.0 26049.0
23883.0 11.0 4737.0
29719.0 18.0 9167.0
16604.0 5.0 4592.0
15163.0 26.0 27127.0
29547.0 13.0 18135.0
8721.0 6.0 6546.0
7986.0 5.0 26271.0
17167.0 15.0 5459.0
13990.0 15.0 6341.0
20530.0 7.0 22659.0
13804.0 0.0 27971.0
25467.0 7.0 6422.0
23476.0 2.0 23850.0
3271.0 20.0 18845.0
17869.0 21.0 11861.0
28250.0 18.0 26593.0
25497.0 24.0 17318.0
19540.0 4.0 524.0
9484.0 27.0 25764.0
22362.0 20.0 13333.0
1420.0 22.0 29538.0
20981.0 7.0 5955.0
6136.0 24.0 16798.0
1070.0 3.0 4415.0
25018.0 4.0 23956.0
6234.0 26.0 4889.0
12607.0 17.0 11492.0
3670.0 26.0 23319.0
16125.0 27.0 4534.0
5486.0 21.0 6924.0
1966.0 2.0 25347.0
27046.0 2.0 18037.0
27977.0 27.0 16069.0
21362.0 4.0 17109.0
3436.0 7.0 5238.0
5588.0 13.0 14549.0
21006.0 6.0 26438.0
14789.0 1.0 12734.0
6029.0 16.0 24103.0
28857.0 28.0 12296.0
550.0 13.0 25278.0
6528.0 27.0 16851.0
10186.0 0.0 27296.0
1713.0 28.0 8198.0
23902.0 0.0 10566.0
6225.0 19.0 22774.0
2769.0 13.0 25072.0
25957.0 4.0 11737.0
25343.0 28.0 9474.0
21051.0 14.0 10103.0
6725.0 22.0 29664.0
11606.0 26.0 7759.0
12120.0 26.0 14954.0
7609.0 4.0 18482.0
25842.0 5.0 15732.0
17785.0 17.0 26157.0
28706.0 11.0 16041.0
26886.0 24.0 13529.0
16398.0 4.0 29742.0
3747.0 3.0 1460.0
23060.0 28.0 21605.0
13404.0 5.0 24870.0
9102.0 13.0 5979.0
25041.0 19.0 698.0
16343.0 27.0 24038.0
26308.0 17.0 3091.0
19890.0 18.0 15805.0
3013.0 25.0 8201.0
416.0 10.0 8404.0
9114.0 3.0 16822.0
18525.0 23.0 19083.0
4408.0 25.0 11833.0
4909.0 26.0 7235.0
3191.0 24.0 28167.0
7964.0 26.0 20761.0
9173.0 4.0 22858.0
26700.0 8.0 5621.0
28280.0 11.0 27718.0
26474.0 17.0 27930.0
12247.0 28.0 26977.0
29367.0 7.0 15088.0
28708.0 13.0 22520.0
2355.0 11.0 6868.0
24816.0 5.0 26384.0
19768.0 16.0 12330.0
9237.0 28.0 26560.0
4869.0 4.0 27673.0
6265.0 0.0 10401.0
20159.0 4.0 10151.0
15029.0 24.0 21284.0
9488.0 27.0 7084.0
4563.0 0.0 4848.0
20273.0 0.0 20745.0
7190.0 28.0 13240.0
28146.0 29.0 18557.0
